unique id,university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
5037,Helwan University ,2021,1001,,https://www.topuniversities.com/universities/helwan-university,Egypt,Helwan,Africa,https://www.topuniversities.com/sites/default/files/helwan-university-_592560cf2aeae70239af4f3b_small.jpg,Public,High,19,2297,XL,6629
5038,IMT Atlantique,2021,,,https://www.topuniversities.com/universities/imt-atlantique,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/imt-atlantique_5a53028cca24f32bec6e7157_small.jpg,,Very High,6,722,S,271
5039,INSEAD,2021,,,https://www.topuniversities.com/universities/insead,France,Fontainebleau,Europe,https://www.topuniversities.com/sites/default/files/insead_592560cf2aeae70239af4ba8_small.jpg,Private,Very High,,,S,
5040,Izmir Institute of Technology (IZTECH),2021,1001,,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg,Public,High,19,159,M,288
5041,Jamia Hamdard,2021,1001,,https://www.topuniversities.com/universities/jamia-hamdard,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg,Public,High,16,338,M,522
5042,Jawaharlal Nehru University,2021,,,https://www.topuniversities.com/universities/jawaharlal-nehru-university,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jawaharlal-nehru-university_302_small.jpg,Public,Very High,15,240,M,565
5043,Karolinska Institutet,2021,,,https://www.topuniversities.com/universities/karolinska-institutet,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/karolinska-institutet_311_small.jpg,Public,Very High,,,M,1730
5044,King Abdullah University of Science & Technology (KAUST),2021,,,https://www.topuniversities.com/universities/king-abdullah-university-science-technology-kaust,Saudi Arabia,Thuwal,Asia,https://www.topuniversities.com/sites/default/files/king-abdullah-university-of-science-technology_2137_small.jpg,Private,Very High,7,676,S,145
5045,King Mongkut's Institute of Technology Ladkrabang,2021,1001,,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,Public,Very High,21,307,L,
5046,Leeds Beckett University,2021,1001,,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,Public,High,19,1247,L,1015
5047,London Business School,2021,,,https://www.topuniversities.com/universities/london-business-school,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-business-school_592560cf2aeae70239af4be5_small.jpg,Public,Very High,17,1613,S,106
5048,Makerere University,2021,1001,,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,Public,High,24,2694,XL,1468
5049,Mansoura University,2021,1001,,https://www.topuniversities.com/universities/mansoura-university,Egypt,Mansoura ,Africa,https://www.topuniversities.com/sites/default/files/mansoura-university_592560cf2aeae70239af4f3c_small.jpg,Public,High,24,5042,XL,7556
5050,Marquette University,2021,1001,,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12,367,M,913
5051,Meiji University,2021,1001,,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,Private,High,19,1592,XL,1693
5052,Miami University,2021,1001,,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,Public,High,17,2260,L,1062
5053,Mustansiriyah University,2021,1001,,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,Public,Medium,8,1505,XL,4704
5054,National Dong Hwa University,2021,1001,,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg,Public,Very High,17,804,M,563
5055,National Taiwan Ocean University,2021,1001,,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,Public,Very High,14,551,M,560
5056,National University of Kyiv-Mohyla Academy (NaUKMA),2021,1001,,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma,Ukraine,,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-kyiv-mohyla-academy-naukma_592560cf2aeae70239af5ab1_small.jpg,Public,High,8,33,S,544
